usia,gender,state,ke,field,value
dewasa,pria,marah,10,dialog_marah,"Fajar menarik napas panjang, menatap cangkir kosong itu lama. ""Kak, ini sudah yang ketiga. Saya pesan teh, bukan yang lain. Tolong jelaskan, sebenarnya yang susah di mana?"" Ia diam sejenak, wajahnya makin masam. ""Sudah, saya pergi saja."""
dewasa,wanita,marah,1,dialog_marah,"Huft... kak, saya udah bilang teh. Dua kali salah, terus sekarang juga masih keliru... capek banget rasanya. Saya pergi dulu ya, saya perlu waktu sebentar buat nenangin diri."
dewasa,wanita,marah,2,dialog_marah,"...Kak, saya sudah bilang teh. Ini yang ketiga kalinya. Saya capek menunggu, jadi saya pergi saja."
dewasa,wanita,marah,3,dialog_marah,"...Kak, ini udah yang ketiga kalinya. Aku capek banget, serius. \n\nAku nggak jadi minum. Biar saja, aku pergi."
dewasa,wanita,marah,4,dialog_marah,"""..."" Nadya menarik napas panjang, menatap gelas itu sekilas, lalu menggeser kursinya. ""Tidak usah, kak. Saya pergi saja."""
dewasa,wanita,marah,5,dialog_marah,"Mira menarik napas panjang, menatap cangkir yang salah itu sebentar, lalu berkata pelan, ""Kak, ini sudah yang ketiga kalinya. Saya pesan teh, bukan yang lain."" Dia merapikan tasnya, bangkit dengan muka masam, dan pergi tanpa menambah kata lagi."
dewasa,wanita,marah,6,dialog_marah,"...Kak, ini sudah tiga kali. Saya pesan teh, bukan yang lain. Sudah, tidak usah diteruskan—saya pergi saja."
dewasa,wanita,marah,7,dialog_marah,"...Kak, ini sudah yang ketiga. Saya tunggu di sini terlalu lama.\n[menarik napas panjang] Tidak usah, saya pergi saja."
dewasa,wanita,marah,8,dialog_marah,"Hah... kak, saya udah bilang teh. Ini udah dua kali salah, dan jujur saya capek banget. Tolong kasih kepastian sekarang: bisa beres atau nggak? Kalau nggak, saya pergi aja."
dewasa,wanita,marah,9,dialog_marah,"…Kak, saya sudah bilang teh. Ini yang terakhir kali. Terima kasih, saya pergi saja."
dewasa,wanita,marah,10,dialog_marah,"Mira menarik napas panjang, lalu menatap kak dengan wajah masam. ""Sudah, saya tidak mau tunggu lagi. Lain kali tolong lebih teliti."""
anak,pria,berhasil,1,dialog_berhasil,"Wah, iyaaa kak, teh-nya pas banget! Makasih ya, aku jadi seneng banget, enak dan hangat gini. Hehe, kak baik banget, boleh temenan sama aku nggak?"
anak,pria,berhasil,2,dialog_berhasil,"Wah, pas banget, kak. Makasih ya, tehnya enak dan bikin tenang. Kakak jago bikin yang begini."
anak,pria,berhasil,3,dialog_berhasil,"Oh, ini tehnya ya, kak... terima kasih. Heh, enak juga."
anak,pria,berhasil,4,dialog_berhasil,"Wah, pas banget kak. Terima kasih ya, teh-nya enak."
anak,pria,berhasil,5,dialog_berhasil,"...Heh, terima kasih, kak. Tehnya pas."
anak,pria,berhasil,6,dialog_berhasil,"Wah, pas banget, kak. Terima kasih ya, teh-nya enak dan bikin lega. Aku suka, cukup begini aja."
anak,pria,berhasil,7,dialog_berhasil,"Makasih, kak... pas banget. "
anak,pria,berhasil,8,dialog_berhasil,"Wah, pas sekali, kak. Terima kasih ya, teh-nya enak dan hangat. Aku senang, sudah cukup begini."
anak,pria,berhasil,9,dialog_berhasil,"Wah, pas banget, kak. Terima kasih ya, teh-nya enak dan bikin aku senang."
anak,pria,berhasil,10,dialog_berhasil,"Wah, pas banget, kak. Terima kasih ya, teh-nya enak, aku suka."
anak,wanita,berhasil,1,dialog_berhasil,"Makasih banyak, kak. Tehnya pas banget… hangatnya kayak selimut kecil buat hati, enak sekali. Kakak pintar meraciknya, aku senang banget."
anak,wanita,berhasil,2,dialog_berhasil,"Wah, ini teh-nya ya, kak? Pas, terima kasih banyak... aku senang. Enak kelihatannya, jadi aku minum ini dulu ya."
anak,wanita,berhasil,3,dialog_berhasil,"""Wah, pas banget, kak... makasih ya."" Naya senyum hangat sambil menerima tehnya, lalu menatap gelas itu sebentar seperti menemukan sesuatu yang tepat di tempatnya. ""Aku suka. Enak, tenang rasanya."""
anak,wanita,berhasil,4,dialog_berhasil,"Oh, teh ya. Makasih, kak... ini pas."
anak,wanita,berhasil,5,dialog_berhasil,"Wah, teh-nya bener, kak! Ih, makasih ya, aku suka banget—pas gitu rasanya. Hehe, kak baik deh, nanti kita temenan juga boleh ya?"
anak,wanita,berhasil,6,dialog_berhasil,"Oh, ini teh yang aku pesan, kak? Pas banget. Makasih ya, kak, aku senang."
anak,wanita,berhasil,7,dialog_berhasil,"""Terima kasih, kak..."" Nisa tersenyum kecil, lalu menatap tehnya sebentar. ""Pas banget rasanya."""
anak,wanita,berhasil,8,dialog_berhasil,"Wah, pas banget, kak. Terima kasih ya, tehnya enak dan hangat, aku suka banget. Kakak pintar bikin minuman."
anak,wanita,berhasil,9,dialog_berhasil,"Wah, ini teh-nya pas banget, kak. Makasih ya, aku suka. Jadi enak diminumnya."
anak,wanita,berhasil,10,dialog_berhasil,"Makasih banyak, kak. Hehe, lega banget, aku sempat takut salah tadi... tapi ini teh yang aku mau, pas banget. Aku suka, serius!"
remaja,pria,berhasil,1,dialog_berhasil,"Wah, pas banget, kak. Makasih ya, ini yang aku mau—tehnya kelihatan enak, bikin lega."
remaja,pria,berhasil,2,dialog_berhasil,"Oh, teh ya—pas banget, kak. Makasih banyak, serius, aku tadi sempet takut salah, tapi ini udah bener dan bikin lega banget. Hehe, enak dilihat juga."
remaja,pria,berhasil,3,dialog_berhasil,"Wah, pas banget, kak. Makasih ya, teh-nya enak dan bikin lega. Aku puas, ini udah sesuai."
remaja,pria,berhasil,4,dialog_berhasil,"Wah, pas banget, kak. Makasih ya, ini teh-nya enak kelihatannya, aku suka. Beneran puas nih."
remaja,pria,berhasil,5,dialog_berhasil,"Wah, pas banget, kak... makasih ya. Aku sempat khawatir salah, jadi ini lega banget, serius. Tehnya enak, aku suka."
remaja,pria,berhasil,6,dialog_berhasil,"Wah, pas banget, kak. Makasih ya, ini teh-nya enak dan ukurannya juga pas, aku puas banget."
remaja,pria,berhasil,7,dialog_berhasil,"Wah, pas banget, kak. Makasih ya, teh-nya enak dan hangat, aku puas."
remaja,pria,berhasil,8,dialog_berhasil,"Wah, ini teh-nya pas, kak. Makasih banget ya, tadi aku sempat khawatir salah, ternyata beneran sesuai. Lega banget aku sekarang, hehe."
remaja,pria,berhasil,9,dialog_berhasil,"Wah, pas banget kak, teh-nya juga enak kelihatannya. Makasih ya, ini udah sesuai sama yang aku mau."
remaja,pria,berhasil,10,dialog_berhasil,"Wah, pas banget kak. Terima kasih ya, ini teh-nya enak dan ukurannya juga pas, aku suka."
remaja,wanita,berhasil,1,dialog_berhasil,"Wah, pas banget, kak. Makasih ya, teh-nya enak dan ukurannya juga pas—jadi hati rasanya adem gitu. Hehe, aku seneng."
remaja,wanita,berhasil,2,dialog_berhasil,"Ih, pas banget kak... makasih ya. Aku sempat khawatir salah, tapi ini teh-nya bener, jadi lega banget. Enak dilihat juga, rapi gitu."
remaja,wanita,berhasil,3,dialog_berhasil,"Wah, pas banget, kak. Makasih ya, ini teh-nya bikin hati adem... aku suka, serius."
remaja,wanita,berhasil,4,dialog_berhasil,"Wah, pas banget, kak. Makasih ya, ini teh-nya kelihatan enak dan ukurannya juga pas, aku suka. Seneng deh, beneran terima kasih."
remaja,wanita,berhasil,5,dialog_berhasil,"Wah, pas banget, kak. Makasih ya, ini aku suka—tehnya bikin adem dan rasanya enak. Udah cukup, aku puas kok."
remaja,wanita,berhasil,6,dialog_berhasil,"Ih, ini pas banget, kak. Makasih ya, aku sempat khawatir salah pesen, jadi sekarang lega banget. Tehnya enak, aku suka."
remaja,wanita,berhasil,7,dialog_berhasil,"Ih, pas banget, kak. Makasih ya, aku sempet khawatir salah, tapi ini beneran teh yang aku mau. Jadi lega banget, serius."
remaja,wanita,berhasil,8,dialog_berhasil,"""Ih, makasih ya, kak... pas banget teh-nya. Aku sempat takut salah, serius, jadi lega banget sekarang."""
remaja,wanita,berhasil,9,dialog_berhasil,"Ah, iya, ini teh yang aku pesen, kak. Makasih ya, serius, aku lega banget... tadi sempat takut salah, tapi ini pas banget. Aku seneng banget, kak."
remaja,wanita,berhasil,10,dialog_berhasil,"Wah, pas banget, kak. Makasih ya, ini teh-nya enak dan ukurannya juga pas... aku seneng bener."
dewasa,pria,berhasil,1,dialog_berhasil,"Senyum kecil. ""Pas sekali, kak. Terima kasih."""
dewasa,pria,berhasil,2,dialog_berhasil,"Senyum kecil. Terima kasih, kak... pas sekali."
dewasa,pria,berhasil,3,dialog_berhasil,"Terima kasih, kak. Tehnya pas. Bima senang, sudah cukup begini."
dewasa,pria,berhasil,4,dialog_berhasil,"...Iya, ini pas. Terima kasih, kak."
dewasa,pria,berhasil,5,dialog_berhasil,"...Iya, ini teh. Terima kasih, kak. Cukup begini saja."
dewasa,pria,berhasil,6,dialog_berhasil,"Oh, ini teh yang saya pesan, kak. Terima kasih... pas. "
dewasa,pria,berhasil,7,dialog_berhasil,"Terima kasih, kak. Pas begini yang saya mau, hangat dan ukurannya juga tepat. Saya puas, ini sudah sangat cukup."
dewasa,pria,berhasil,8,dialog_berhasil,"Eh, pas sekali, kak. Terima kasih, ini memang yang saya pesan—tehnya enak dan suhunya juga pas. Saya puas."
dewasa,pria,berhasil,9,dialog_berhasil,"Senyum Arga mengembang hangat. ""Pas, kak. Terima kasih, ini sudah sesuai."""
dewasa,pria,berhasil,10,dialog_berhasil,"Oh, ini teh saya... pas. Terima kasih, kak. "
dewasa,wanita,berhasil,1,dialog_berhasil,"...Iya, ini teh. Makasih, kak. Aku lega banget, tadi sempat takut salah."
dewasa,wanita,berhasil,2,dialog_berhasil,"""Iya, itu teh... makasih, kak."" Dina tersenyum kecil, lalu menghela napas pelan. ""Syukurlah, saya sempat takut salah."""
dewasa,wanita,berhasil,3,dialog_berhasil,"Oh, pas sekali, kak. Terima kasih ya, tehnya jadi enak diminum begini. Saya puas, ini sudah sesuai."
dewasa,wanita,berhasil,4,dialog_berhasil,"Oh, ini teh yang saya pesan. Terima kasih, kak... sudah pas."
dewasa,wanita,berhasil,5,dialog_berhasil,"""Wah, pas sekali, kak. Terima kasih ya, tehnya rapi dan hangat begini—saya suka."""
dewasa,wanita,berhasil,6,dialog_berhasil,"Oh, pas. Terima kasih, kak..."
dewasa,wanita,berhasil,7,dialog_berhasil,"...Iya, ini pas. Terima kasih, kak."
dewasa,wanita,berhasil,8,dialog_berhasil,"Terima kasih, kak. Pas sekali buat saya—hangatnya juga enak, ukurannya juga pas. Saya puas, benar-benar terima kasih."
dewasa,wanita,berhasil,9,dialog_berhasil,"""...Iya, ini pas. Terima kasih, kak."" Maya tersenyum kecil sambil menerima teh itu dengan tenang, lalu mengangguk pelan, terlihat lega."
dewasa,wanita,berhasil,10,dialog_berhasil,"Oh, iya, ini teh yang saya pesan. Terima kasih, kak... sudah pas."
anak,pria,curhat,1,dialog_npc,"Tadi pagi aku dimarahin ibu, kak. Beliau lihat nilai matematikaku turun, terus langsung bilang aku kurang serius. Padahal semalam aku sudah belajar lumayan lama, jadi rasanya ya... capek juga. Yang paling bikin kepikiran itu soal pecahan campuran, aku udah coba, tapi pas di ulangan malah mentok terus. Aku jadi ngerasa usaha aku tadi itu kayak nggak kelihatan sama sekali."
anak,pria,curhat,2,dialog_npc,"Kak, tadi aku baru sadar tabunganku kepakai buat beli buku gambar. Soalnya kemarin aku lihat toko, terus pengin banget punya yang baru, jadi aku ambil aja. Tapi pas ingat besok harus setor iuran acara kelas, aku langsung kepikiran terus. Aku jadi takut guru marah kalau aku belum bayar, soalnya pernah lihat teman lain dimarahin juga."
anak,pria,curhat,3,dialog_npc,"Kak, tadi pagi aku sempat dimarahin ibu gara-gara uang jajanku kepakai buat beli mainan kecil. Aku waktu itu mikirnya cuma, ""ah, beli sedikit nggak apa-apa,"" tapi ternyata malah jadi masalah. Yang bikin aku kepikiran sekarang, besok kan aku harus bayar iuran lomba kelas, jadi aku bingung sendiri. Aku pengin bilang ke ibu kalau aku cuma khilaf, tapi di sisi lain aku juga takut karena memang aku yang salah."
anak,pria,curhat,4,dialog_npc,"Tadi pagi aku dimarahin ibu, kak. Beliau tahu uang hasil jualan kemarin kepake buat beli kartu game, jadi aku nggak bisa ngeles lagi. Aku sih ngerti ibu kesal, cuma rasanya tetap nggak enak banget. Sekarang aku jadi kepikiran terus, soalnya setoran besok belum ada gantinya."
anak,pria,curhat,5,dialog_npc,"Tadi pagi aku dimarahin ibu, kak. Soalnya uang tabungan kelas yang harusnya aku bawa ke sekolah malah ketinggalan di laci rumah. Aku baru inget pas udah di sekolah, jadi rasanya langsung salah sendiri. Padahal besok udah harus dikumpulin buat beli buku prakarya, jadi ibu kelihatan kesal banget waktu tahu. Aku sih cuma bisa diam aja, soalnya memang aku yang lupa."
anak,pria,curhat,6,dialog_npc,"Tadi pagi aku kena omel ayah, kak. Beliau bilang nilainya turun terus, jadi aku disuruh lebih serius. Aku sebenarnya sudah belajar dua malam, tapi pas ketemu soal pecahan, aku tetap bingung. Jadinya aku diam saja waktu dimarahin, soalnya aku juga nggak enak kalau ngelawan, tapi di dalam hati aku kesal karena aku sudah berusaha."
anak,pria,curhat,7,dialog_npc,"Tadi pagi ayahku sempat marah, kak. Katanya buku PR matematika aku ketinggalan di rumah, padahal besok harus dikumpulin. Aku jadi kepikiran terus, soalnya aku juga takut kalau nilainya jadi jelek gara-gara itu. Sekarang aku cuma pengin besok nggak makin kacau."
anak,pria,curhat,8,dialog_npc,"Tadi pagi aku dimarahin orang tua, kak. Katanya aku harus lebih hati-hati, soalnya buku PR matematika yang mau dikumpulin besok ketinggalan di rumah nenek. Yang bikin aku kepikiran, di buku itu ada beberapa latihan yang belum sempat aku salin, jadi aku jadi langsung panik sendiri."
anak,pria,curhat,9,dialog_npc,"Tadi pagi aku dimarahin ayah, kak. Soalnya aku lupa bawa uang buat daftar les renang, padahal hari ini kan terakhir. Guru juga udah bilang besok kelompok baru mulai latihan, jadi aku jadi kepikiran terus. Aku sebenarnya mau bilang aku cuma kepleset lupa, tapi pas ayah ngomel, aku malah diem aja. Sekarang aku bingung, mau ngomong lagi ke ayah atau yaudah diam aja sekalian."
anak,pria,curhat,10,dialog_npc,"Tadi pagi aku dimarahin ayah sama ibu, kak. Katanya aku harusnya lebih hati-hati, padahal aku yakin tadi udah siapin semuanya. Sekarang aku malah kepikiran, besok dibilang wali kelas, terus aku harus ngomong apa ke teman-teman di kelas. Aku juga bingung, mau bilang jujur soal ini atau pura-pura lupa dulu aja."
anak,wanita,curhat,1,dialog_npc,"Kak, tadi di kelas aku malah dituduh sama teman sebangku aku. Dia bilang aku yang ambil uang tabungan kelas, padahal aku nggak ngapa-ngapain. Jadi sekarang aku bingung, soalnya besok kita harus setor iuran buat beli hadiah ulang tahun guru. Aku jadi kepikiran terus, takut teman-teman malah percaya dia. Soalnya uangnya juga belum ketemu sampai sekarang."
anak,wanita,curhat,2,dialog_npc,"Kak, tadi aku baru sadar buku gambarku masih ketinggalan di rumah sepupuku. Rasanya kayak ada batu kecil di dada, soalnya besok aku harus presentasi di kelas, dan aku udah kebayang guru nanya-nanya terus. Aku jadi kepikiran waktu terakhir pulang dari sana, aku masukin barang-barang seadanya ke tas, terus sekarang malah yang pentingnya nggak kebawa. Aku takut dimarahi, apalagi kalau guru lihat tugasku belum lengkap... jadi agak susah tenang."
anak,wanita,curhat,3,dialog_npc,"Kak, aku tadi pagi panik banget gara-gara pensil warnaku hilang. Padahal besok aku harus majuin gambar di depan kelas, jadi lihat kertas yang masih belum selesai itu rasanya kayak dikejar bayangan sendiri. Aku sempat nyari ke tas, meja, sampai tumpukan buku, tapi tetap nggak ketemu. Yang bikin aku makin ribet, aku jadi susah fokus dan tanganku malah kaku sendiri."
anak,wanita,curhat,4,dialog_npc,"Kak, tadi aku baru ingat besok harus setor bayar buku latihan di sekolah. Tapi uang tabunganku malah kepakai buat beli obat adikku, soalnya dia sempat demam dan di rumah lagi nggak ada persediaan. Aku jadi agak takut nanti guru marah atau ngomong depan kelas, padahal aku nggak sengaja bikin telat. Sekarang aku cuma bisa mikir, besok harus bilang apa ya biar nggak makin salah paham..."
anak,wanita,curhat,5,dialog_npc,"Kak, tadi malam Bu Sari minta aku main lagu yang belum sempat aku hafal benar. Aku bilang iya saja, soalnya takut kelihatan nggak siap di depan kelas. Tapi sejak itu tangan aku malah gemetar terus, jadi aku jadi makin kepikiran."
anak,wanita,curhat,6,dialog_npc,"Tadi pagi aku dimarahi ibu, kak... soalnya buku gambar buat lomba sekolahku kena tumpahan susu. Yang bikin aku kesal, gambarnya itu sebenarnya sudah hampir selesai, dan menurutku yang paling bagus cuma itu. Sekarang jadi kotor, dan aku bingung harus pilih: marah karena kesal, atau diam aja terus coba perbaiki sebelum dikumpulin besok. Rasanya kayak lagi pegang kertas yang tipis banget, sekali salah sentuh bisa robek lagi."
anak,wanita,curhat,7,dialog_npc,"Tadi pagi aku dimarahin ibu, kak... soalnya aku diam-diam pakai uang tabungan kelas buat beli kipas mini. Teman-temanku bilang itu lucu, terus aku ikut-ikutan pengin punya juga, padahal harusnya uang itu buat setor besok. Sekarang aku jadi kepikiran terus, takut kalau nanti di sekolah atau di rumah ada yang nanya-nanya. Aku juga ngerasa bodoh sih, karena sebenarnya aku tahu itu bukan keputusan yang bagus dari awal."
anak,wanita,curhat,8,dialog_npc,"Tadi pagi aku dimarahin ibu, kak. Dia lihat kartu laporan matematikaku, terus banyak coretan merahnya, jadi aku langsung disuruh duduk dan dengerin omelan dulu. Aku sebenarnya udah takut dari awal, soalnya aku juga tahu nilainya memang belum bagus. Yang bikin aku kepikiran terus itu besok aku masih harus ikut les, tapi aku jadi ngeri kalau nanti ibu beneran melarang aku main sama teman-teman lagi. Aku jadi campur aduk, malu, sedih, terus juga takut banget."
anak,wanita,curhat,9,dialog_npc,"Tadi pagi aku dimarahin ibu, kak... soalnya baju seragamku kena saus, terus aku juga lupa bilang kalau besok harus bawa uang iuran kelas. Aku jadi kepikiran terus, takut nanti pas di rumah dimarahin lagi. Padahal aku nggak sengaja, tapi rasanya tetep bikin deg-degan banget."
anak,wanita,curhat,10,dialog_npc,"Tadi pagi aku dimarahin Ibu, kak... soalnya seragamku jadi kotor habis jatuh pas upacara. Padahal aku jatuh itu karena ada kakak kelas manggil, terus aku jadi panik dan nggak fokus. Aku cuma diem aja waktu dimarahin, tapi rasanya sedih banget, karena aku udah nggak sengaja. Aku masih kepikiran sampai sekarang."
remaja,pria,curhat,1,dialog_npc,"Tadi pagi di rumah rame banget, kak. Aku dimarahin orang tua karena nilai matematika aku jeblok lagi, dan jujur itu bikin kepala aku langsung penuh. Aku udah coba jawab biasa aja, tapi tetap aja rasanya nyesek, apalagi mereka ngomongnya panjang banget. Yang bikin aku makin kepikiran, besok aku harus ikut tryout masuk kampus, sementara latihan soalnya sendiri masih kacau dan aku belum berani bilang ke mereka. Aku sih pengin kelihatan oke aja, tapi makin sore malah makin kepikiran terus, takutnya nanti pas besok malah makin berantakan."
remaja,pria,curhat,2,dialog_npc,"Kak, gue lagi pusing banget soalnya tabungan yang harusnya dipakai buat bayar study tour besok pagi malah kepake buat beli charger baru. Tadi charger HP gue rusak pas lagi dipake, dan gue nggak punya pilihan lain karena HP gue juga masih dipakai buat urusan sekolah. Yang bikin gue makin cemas, duitnya lumayan kurang sekarang, jadi gue harus nutup itu malam ini juga. Gue udah ngomong sama temen gue, Raka, tapi dia juga cuma bisa bantu dengerin doang sejauh ini. Jujur, gue lagi ngerasa nggak enak banget sama diri sendiri, soalnya ini kesalahan gue juga."
remaja,pria,curhat,3,dialog_npc,"Tadi pagi gue kena marah bapak, kak... ya gara-gara gue ketahuan nggak masuk les matematika. Gue malah cabut buat ikut audisi tim futsal sekolah, dan pas bapak tahu, suasananya langsung dingin banget. Yang bikin gue kepikiran bukan cuma omelannya, tapi sekarang gue jadi ngerasa kayak bikin hubungan di rumah makin renggang. Di satu sisi gue pengin buktiin kalau gue serius sama futsal, tapi di sisi lain gue juga nggak enak karena nyakitin bapak sendiri. Sekarang gue malah bingung, ini harus balik minta maaf dulu atau tetap ngejar audisi yang cuma hari ini itu."
remaja,pria,curhat,4,dialog_npc,"Tadi pagi gue dimarahin bokap, kak. Dia liat nilai simulasi UTBK gue turun, terus langsung ngeluarin omongan soal futsal juga. Yang bikin gue kepikiran tuh bukan cuma marahnya, tapi karena dia ngingetin waktu dulu gue sering dibilang “jangan kebanyakan main dulu” kalau udah mulai kelihatan capek belajar. Sekarang rasanya kayak itu kejadian beneran, dan gue jadi panik sendiri gara-gara try out minggu depan. Gue jadi susah fokus, soalnya kepikiran terus kalau hasilnya masih jelek, beneran disuruh stop futsal."
remaja,pria,curhat,5,dialog_npc,"Kak, gue lagi pusing banget soal presentasi lomba bisnis besok. Tadi file slide sama hitung-hitungan keuangan dari Raka malah salah kirim, jadi yang kebuka itu versi lama, padahal gue kira semuanya udah beres. Sekarang isinya berantakan, ada angka yang nggak sinkron sama isi slide, dan gue harus ngecek ulang satu-satu malam ini. Jujur aja, gue kesel sama panik bareng, soalnya besok udah tinggal tampil dan nggak ada waktu buat santai-santai."
remaja,pria,curhat,6,dialog_npc,"Tadi pagi gue kena semprot bapak, kak. Beliau tau kalau gue nggak datang latihan basket, terus langsung nanya kenapa gue malah kerja diam-diam. Gue cuma diem waktu itu, soalnya bingung juga mau jawab apa tanpa bikin beliau makin emosi. Yang bikin gue kepikiran, uang dari kerja itu sebenarnya buat nutup biaya seragam kelas minggu ini, bukan buat senang-senang. Jadi sekarang gue kayak serba salah, di satu sisi nggak enak bohongin bapak, di sisi lain kalau gue nggak kerja, urusan sekolah gue juga nggak kelar."
remaja,pria,curhat,7,dialog_npc,"Tadi pagi aku sempat dimarahin bokap, kak. Nilai matematikaku turun lagi, terus beliau langsung ngomel panjang. Aku sebenarnya udah belajar buat remedial besok, tapi tetep aja kepikiran terus sekarang. Yang bikin pusing, aku jadi ngerasa dua-duanya berat: kalau aku diam, bokap makin sebel, tapi kalau aku jelasin, takutnya malah kedengeran kayak alasan. Aku jadi susah fokus, padahal harusnya malam ini aku ngulang lagi."
remaja,pria,curhat,8,dialog_npc,"Tadi pagi tuh aku dimarahin ayah, kak. Gara-gara nilai simulasi UTBK aku turun, padahal aku juga udah lihat hasilnya dan emang jelek, jadi ya... rasanya nggak enak banget. Abis itu seharian aku jadi kepikiran terus, apalagi malam ini masih harus ikut try out bimbel yang katanya bakal nentuin kelas intensif. Aku belum siap sama sekali, serius, kepala aku rasanya penuh banget. Yang bikin makin kepikiran tuh ayah ngomongnya lumayan keras, jadi dari pagi sampai sekarang masih kebawa."
remaja,pria,curhat,9,dialog_npc,"Tadi pagi bokap gue ngamuk gara-gara nilai matematika gue turun lagi, kak. Dia tuh kalau udah lihat angka jelek, langsung panjang omongannya, jadi gue cuma bisa diem aja. Yang bikin capek, malam ini gue masih harus berangkat les tambahan juga, padahal gue lagi males banget buat ketemu orang-orang di rumah setelah dimarahin. Gue jadi kepikiran, nanti pulang-pulang pasti masih ada omelan lagi, dan itu yang paling gue gak kuat sih."
remaja,pria,curhat,10,dialog_npc,"Tadi pagi rumahku agak ribut, kak. Orang tua aku marah gara-gara ketahuan aku bolos les matematika buat latihan band. Aku cuma bisa diam waktu mereka ngomel, soalnya ya memang aku salah, tapi di sisi lain aku juga lagi panik sendiri. Yang bikin berat itu besok udah tryout masuk kampus, dan aku belum berani bilang ke mereka kalau nilai matematikaku emang lagi jelek banget. Jadi sekarang rasanya aku kayak ketahan di tengah-tengah, pulang ke rumah juga jadi agak canggung, apalagi kalau mereka mulai nanya-nanya."
remaja,wanita,curhat,1,dialog_npc,"Tadi pagi aku sempat dimarahin ibu, kak... jadi agak kepikiran terus sampai sekarang. Soalnya uang tabungan buat study tour itu kepake buat nutup ganti seragam aku yang sobek, dan pas ibu tahu, beliau langsung kesal banget. Aku ngerti sih kenapa ibu marah, cuma tetap aja rasanya berat, kayak aku malah bikin masalah sendiri. Yang bikin aku makin cemas tuh besok harus ngomong ke wali kelas soal uangnya kurang, dan aku belum kepikiran harus jelasin gimana."
remaja,wanita,curhat,2,dialog_npc,"Tadi pagi aku dimarahin mama soal nilai matematikaku yang turun, kak. Jadi sekarang mama minta aku ikut try out tambahan hari Sabtu, padahal aku udah janji mau bantu event kelas juga. Aku jadi kepikiran terus, soalnya dua-duanya sama-sama penting buat aku. Kalau nolak mama, aku takut bikin beliau makin kesel. Tapi kalau batalin ke teman-teman, aku juga ngerasa gak enak banget, ih serius, bikin pusing."
remaja,wanita,curhat,3,dialog_npc,"Tadi pagi aku sempat dimarahin mama, kak. Dia kira aku sengaja pulang telat, padahal dari kemarin aku udah bilang bakal ada gladi bersih sama panitia sekolah sampai malam. Aku jadi kesel, tapi juga capek sendiri soalnya rasanya kayak omonganku nggak didengerin. Sekarang suasana di rumah jadi agak dingin, dan aku jadi mikir buat ngomong ke mama aja pun agak males, takut malah ujung-ujungnya berantem lagi. Aku cuma pengin dia ngerti kalau aku nggak main-main, gitu loh."
remaja,wanita,curhat,4,dialog_npc,"Tadi pagi aku sempat kena marah mama, kak. Soalnya uang tabungan les yang harusnya aku simpan malah kepake buat beli tiket konser, terus pas diingetin soal uang daftar ulang ekskul yang besok harus dibayar, aku baru ngeh kalau itu memang udah dibilangin dari minggu lalu. Mama ngomongnya lumayan tegas di dapur, pas aku lagi siap-siap sekolah, jadi aku cuma bisa diam aja dulu. Jujur aku jadi kepikiran terus sih, bukan cuma karena dimarahin, tapi karena memang aku yang salah juga."
remaja,wanita,curhat,5,dialog_npc,"Tadi pagi aku kena omel mamaku, kak. Dia tahu aku nggak jadi les matematika dan malah kabur buat latihan dance, padahal dari awal aku udah dibikinin jadwalnya. Yang bikin aku makin kepikiran, minggu ini kan ada try out, dan aku belum berani ngomong kalau nilai matematikaku lagi turun. Aku cuma jawab seadanya waktu mama nanya, terus suasananya jadi tegang banget di rumah. Sampai sekarang aku masih takut kalau nanti dia nanya lagi soal itu."
remaja,wanita,curhat,6,dialog_npc,"Aku tadi pagi dimarahin ibu, kak. Gara-garanya ketahuan bolos les tambahan, padahal aku pergi latihan dance grup. Rasanya… ya campur aduk sih. Aku tahu aku salah karena bohong, tapi di sisi lain aku juga ngerasa kayak latihan itu penting banget buat aku, apalagi besok ada seleksi tampil di acara sekolah. Cuma aku belum berani bilang ke ibu kalau ini bukan sekadar main-main. Jadi sekarang aku kayak kepentok di tengah, mau ngomong takut, diam juga bikin sesek."
remaja,wanita,curhat,7,dialog_npc,"Aku masih kesel, kak. Tadi pagi aku dimarahin mama gara-gara pulang kesiangan habis nemenin temen latihan dance, padahal telatnya juga nggak lama, cuma sekitar dua puluh menit. Yang bikin makin ngeselin, HP aku disita seharian, jadi dari tadi rasanya kaya dikurung aja. Aku paham sih mama mungkin lagi khawatir, tapi tetap aja aku ngerasa nggak adil. Sekarang aku cuma berharap besok suasananya jangan panas lagi, soalnya aku nggak mau berantem terus sama mama cuma gara-gara hal gitu."
remaja,wanita,curhat,8,dialog_npc,"Tadi pagi aku dimarahin mama, kak... ya, gara-gara aku bolos les matematika. Aku malah kabur buat nyoba audisi dance di mall, karena kepalaku tuh rasanya penuh banget dan aku pengin nyoba hal yang beda, gitu. Tapi habis dimarahin, aku jadi kepikiran terus, soalnya besok ada remedial dan itu nilainya harus beneran kebantu. Aku jadi kayak ditarik ke dua arah, mau ngejar yang aku suka atau fokus beresin yang udah keburu berantakan."
